Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Congruency,Practice
Human,1,1,4,13,Auditory,TR,2.4,2.4,2.055,0,Testing
Human,1,1,4,14,Auditory,TR,0.8,0.8,0.936,0,Testing
Human,1,1,4,15,Auditory,TR,0.8,0.8,1.094,0,Testing
Human,1,1,4,16,Auditory,TR,0.8,0.8,0.966,1,Testing
Human,1,1,4,17,Auditory,TR,0.8,0.8,0.876,0,Testing
Human,1,1,4,18,Auditory,TR,2.4,2.4,1.912,1,Testing
Human,1,1,4,19,Auditory,TR,0.8,0.8,0.909,1,Testing
Human,1,1,4,20,Auditory,TR,2.4,2.4,2.294,0,Testing
Human,1,1,4,21,Auditory,TR,2.4,2.4,2.752,1,Testing
Human,1,1,4,22,Auditory,TR,2.4,2.4,2.434,0,Testing
Human,1,1,4,23,Auditory,TR,2.4,2.4,2.223,0,Testing
Human,1,1,4,24,Auditory,TR,2.4,2.4,2.535,1,Testing
Human,1,1,4,25,Auditory,TR,0.8,0.8,0.873,1,Testing
Human,1,1,4,26,Auditory,TR,0.8,0.8,0.635,1,Testing
Human,1,1,4,27,Auditory,TR,2.4,2.4,1.454,0,Testing
Human,1,1,4,28,Auditory,TR,0.8,0.8,0.989,0,Testing
Human,1,1,4,29,Auditory,TR,0.8,0.8,0.999,1,Testing
Human,1,1,4,30,Auditory,TR,2.4,2.4,2.276,1,Testing
Human,1,1,4,31,Auditory,TR,2.4,2.4,1.962,1,Testing
Human,1,1,4,32,Auditory,TR,0.8,0.8,0.916,0,Testing
Human,1,1,5,1,Auditory,TR,0.8,0.8,0.733,0,Testing
Human,1,1,5,2,Auditory,TR,2.4,2.4,2.63,0,Testing
Human,1,1,5,3,Auditory,TR,0.8,0.8,0.775,1,Testing
Human,1,1,5,4,Auditory,TR,2.4,2.4,2.383,1,Testing
Human,1,1,5,5,Auditory,TR,2.4,2.4,2.423,1,Testing
Human,1,1,5,6,Auditory,TR,2.4,2.4,3.177,1,Testing
Human,1,1,5,7,Auditory,TR,0.8,0.8,0.967,0,Testing
Human,1,1,5,8,Auditory,TR,2.4,2.4,1.974,1,Testing
Human,1,1,5,9,Auditory,TR,2.4,2.4,2.686,0,Testing
Human,1,1,5,10,Auditory,TR,2.4,2.4,2.26,0,Testing
Human,1,1,5,11,Auditory,TR,2.4,2.4,2.103,0,Testing
Human,1,1,5,12,Auditory,TR,0.8,0.8,0.654,1,Testing
Human,1,1,5,13,Auditory,TR,0.8,0.8,1.03,0,Testing
Human,1,1,5,14,Auditory,TR,2.4,2.4,2.031,0,Testing
Human,1,1,5,15,Auditory,TR,0.8,0.8,0.77,1,Testing
Human,1,1,5,16,Auditory,TR,0.8,0.8,0.978,0,Testing
Human,1,1,5,17,Auditory,TR,2.4,2.4,1.945,1,Testing
Human,1,1,5,18,Auditory,TR,2.4,2.4,1.884,0,Testing
Human,1,1,5,19,Auditory,TR,0.8,0.8,1.698,0,Testing
Human,1,1,5,20,Auditory,TR,0.8,0.8,1.891,0,Testing
Human,1,1,5,21,Auditory,TR,0.8,0.8,1.047,1,Testing
Human,1,1,5,22,Auditory,TR,2.4,2.4,2.023,1,Testing
Human,1,1,5,23,Auditory,TR,0.8,0.8,0.953,1,Testing
Human,1,1,5,24,Auditory,TR,0.8,0.8,1.387,0,Testing
Human,1,1,5,25,Auditory,TR,0.8,0.8,0.91,1,Testing
Human,1,1,5,26,Auditory,TR,0.8,0.8,0.777,1,Testing
Human,1,1,5,27,Auditory,TR,0.8,0.8,1.079,0,Testing
Human,1,1,5,28,Auditory,TR,0.8,0.8,0.674,1,Testing
Human,1,1,5,29,Auditory,TR,2.4,2.4,2.454,1,Testing
Human,1,1,5,30,Auditory,TR,2.4,2.4,2.279,0,Testing
Human,1,1,5,31,Auditory,TR,2.4,2.4,1.748,1,Testing
Human,1,1,5,32,Auditory,TR,2.4,2.4,2.398,0,Testing
Human,1,1,6,1,Auditory,TR,0.8,0.8,0.769,1,Testing
Human,1,1,6,2,Auditory,TR,2.4,2.4,1.566,1,Testing
Human,1,1,6,3,Auditory,TR,0.8,0.8,1.725,0,Testing
Human,1,1,6,4,Auditory,TR,2.4,2.4,1.906,0,Testing
Human,1,1,6,5,Auditory,TR,2.4,2.4,1.34,0,Testing
Human,1,1,6,6,Auditory,TR,2.4,2.4,2.278,1,Testing
Human,1,1,6,7,Auditory,TR,2.4,2.4,2.019,0,Testing
Human,1,1,6,8,Auditory,TR,2.4,2.4,2.317,0,Testing
Human,1,1,6,9,Auditory,TR,2.4,2.4,2.393,0,Testing
Human,1,1,6,10,Auditory,TR,2.4,2.4,1.804,1,Testing
Human,1,1,6,11,Auditory,TR,0.8,0.8,0.642,0,Testing
Human,1,1,6,12,Auditory,TR,0.8,0.8,0.782,0,Testing
Human,1,1,6,13,Auditory,TR,0.8,0.8,1.144,0,Testing
Human,1,1,6,14,Auditory,TR,2.4,2.4,2.491,1,Testing
Human,1,1,6,15,Auditory,TR,0.8,0.8,0.919,1,Testing
Human,1,1,6,16,Auditory,TR,2.4,2.4,2.487,1,Testing
Human,1,1,6,17,Auditory,TR,2.4,2.4,2.204,0,Testing
Human,1,1,6,18,Auditory,TR,0.8,0.8,0.651,1,Testing
Human,1,1,6,19,Auditory,TR,0.8,0.8,1.251,0,Testing
Human,1,1,6,20,Auditory,TR,0.8,0.8,0.567,0,Testing
Human,1,1,6,21,Auditory,TR,2.4,2.4,1.975,1,Testing
Human,1,1,6,22,Auditory,TR,0.8,0.8,0.878,0,Testing
Human,1,1,6,23,Auditory,TR,0.8,0.8,1.14,1,Testing
Human,1,1,6,24,Auditory,TR,0.8,0.8,0.613,1,Testing
Human,1,1,6,25,Auditory,TR,0.8,0.8,0.746,0,Testing
Human,1,1,6,26,Auditory,TR,0.8,0.8,1.012,1,Testing
Human,1,1,6,27,Auditory,TR,2.4,2.4,2.125,0,Testing
Human,1,1,6,28,Auditory,TR,2.4,2.4,1.78,1,Testing
Human,1,1,6,29,Auditory,TR,2.4,2.4,3.444,1,Testing
Human,1,1,6,30,Auditory,TR,0.8,0.8,0.632,1,Testing
Human,1,1,6,31,Auditory,TR,2.4,2.4,2.357,0,Testing
Human,1,1,6,32,Auditory,TR,0.8,0.8,0.553,1,Testing
Human,1,1,7,1,Auditory,TR,2.4,2.4,2.426,1,Testing
Human,1,1,7,2,Auditory,TR,0.8,0.8,0.819,1,Testing
Human,1,1,7,3,Auditory,TR,2.4,2.4,1.712,1,Testing
Human,1,1,7,4,Auditory,TR,0.8,0.8,0.722,0,Testing
Human,1,1,7,5,Auditory,TR,2.4,2.4,1.911,0,Testing
Human,1,1,7,6,Auditory,TR,2.4,2.4,1.769,1,Testing
Human,1,1,7,7,Auditory,TR,0.8,0.8,0.696,1,Testing
Human,1,1,7,8,Auditory,TR,0.8,0.8,0.832,0,Testing
Human,1,1,7,9,Auditory,TR,2.4,2.4,2.412,0,Testing
Human,1,1,7,10,Auditory,TR,0.8,0.8,0.869,0,Testing
Human,1,1,7,11,Auditory,TR,2.4,2.4,1.544,1,Testing
Human,1,1,7,12,Auditory,TR,2.4,2.4,1.848,0,Testing
Human,1,1,7,13,Auditory,TR,0.8,0.8,1.35,0,Testing
Human,1,1,7,14,Auditory,TR,2.4,2.4,2.372,1,Testing
Human,1,1,7,15,Auditory,TR,0.8,0.8,0.89,1,Testing
Human,1,1,7,16,Auditory,TR,0.8,0.8,0.984,0,Testing
Human,1,1,7,17,Auditory,TR,0.8,0.8,1.041,0,Testing
Human,1,1,7,18,Auditory,TR,0.8,0.8,0.814,1,Testing
Human,1,1,7,19,Auditory,TR,2.4,2.4,2.278,0,Testing
Human,1,1,7,20,Auditory,TR,2.4,2.4,1.731,0,Testing
Human,1,1,7,21,Auditory,TR,0.8,0.8,0.721,1,Testing
Human,1,1,7,22,Auditory,TR,2.4,2.4,2.536,1,Testing
Human,1,1,7,23,Auditory,TR,0.8,0.8,0.685,1,Testing
Human,1,1,7,24,Auditory,TR,0.8,0.8,1.244,0,Testing
Human,1,1,7,25,Auditory,TR,2.4,2.4,2.497,0,Testing
Human,1,1,7,26,Auditory,TR,0.8,0.8,0.978,1,Testing
Human,1,1,7,27,Auditory,TR,2.4,2.4,1.787,0,Testing
Human,1,1,7,28,Auditory,TR,0.8,0.8,0.621,1,Testing
Human,1,1,7,29,Auditory,TR,0.8,0.8,0.933,0,Testing
Human,1,1,7,30,Auditory,TR,2.4,2.4,2.005,0,Testing
Human,1,1,7,31,Auditory,TR,2.4,2.4,2.275,1,Testing
Human,1,1,7,32,Auditory,TR,2.4,2.4,1.672,1,Testing
Human,1,1,8,1,Auditory,TR,0.8,0.8,1.104,1,Testing
Human,1,1,8,2,Auditory,TR,0.8,0.8,0.617,1,Testing
Human,1,1,8,3,Auditory,TR,2.4,2.4,2.449,0,Testing
Human,1,1,8,4,Auditory,TR,2.4,2.4,2.392,1,Testing
Human,1,1,8,5,Auditory,TR,0.8,0.8,1.115,0,Testing
Human,1,1,8,6,Auditory,TR,2.4,2.4,2.856,0,Testing
Human,1,1,8,7,Auditory,TR,0.8,0.8,1.709,0,Testing
Human,1,1,8,8,Auditory,TR,0.8,0.8,1.405,0,Testing
Human,1,1,8,9,Auditory,TR,0.8,0.8,0.548,1,Testing
Human,1,1,8,10,Auditory,TR,0.8,0.8,0.812,0,Testing
Human,1,1,8,11,Auditory,TR,2.4,2.4,2.23,1,Testing
Human,1,1,8,12,Auditory,TR,0.8,0.8,0.831,0,Testing
Human,1,1,8,13,Auditory,TR,2.4,2.4,2.221,1,Testing
Human,1,1,8,14,Auditory,TR,0.8,0.8,1.238,0,Testing
Human,1,1,8,15,Auditory,TR,2.4,2.4,1.491,0,Testing
Human,1,1,8,16,Auditory,TR,2.4,2.4,2.412,1,Testing
Human,1,1,8,17,Auditory,TR,0.8,0.8,0.739,1,Testing
Human,1,1,8,18,Auditory,TR,2.4,2.4,1.349,1,Testing
Human,1,1,8,19,Auditory,TR,0.8,0.8,0.74,1,Testing
Human,1,1,8,20,Auditory,TR,2.4,2.4,2.399,1,Testing
Human,1,1,8,21,Auditory,TR,0.8,0.8,0.898,1,Testing
Human,1,1,8,22,Auditory,TR,2.4,2.4,2.19,0,Testing
Human,1,1,8,23,Auditory,TR,0.8,0.8,0.911,0,Testing
Human,1,1,8,24,Auditory,TR,2.4,2.4,1.915,1,Testing
Human,1,1,8,25,Auditory,TR,0.8,0.8,0.62,1,Testing
Human,1,1,8,26,Auditory,TR,2.4,2.4,2.854,0,Testing
Human,1,1,8,27,Auditory,TR,2.4,2.4,1.989,1,Testing
Human,1,1,8,28,Auditory,TR,2.4,2.4,2.321,0,Testing
Human,1,1,8,29,Auditory,TR,2.4,2.4,3.788,0,Testing
Human,1,1,8,30,Auditory,TR,0.8,0.8,0.654,1,Testing
Human,1,1,8,31,Auditory,TR,2.4,2.4,2.502,0,Testing
Human,1,1,8,32,Auditory,TR,0.8,0.8,1.022,0,Testing
Human,1,1,9,1,Auditory,TR,2.4,2.4,1.85,0,Testing
Human,1,1,9,2,Auditory,TR,2.4,2.4,1.097,0,Testing
Human,1,1,9,3,Auditory,TR,0.8,0.8,1.231,0,Testing
Human,1,1,9,4,Auditory,TR,0.8,0.8,0.739,1,Testing
Human,1,1,9,5,Auditory,TR,0.8,0.8,0.868,1,Testing
Human,1,1,9,6,Auditory,TR,2.4,2.4,1.823,0,Testing
Human,1,1,9,7,Auditory,TR,2.4,2.4,2.353,1,Testing
Human,1,1,9,8,Auditory,TR,2.4,2.4,2.348,1,Testing
Human,1,1,9,9,Auditory,TR,0.8,0.8,0.903,0,Testing
Human,1,1,9,10,Auditory,TR,2.4,2.4,1.36,0,Testing
Human,1,1,9,11,Auditory,TR,2.4,2.4,1.74,1,Testing
Human,1,1,9,12,Auditory,TR,0.8,0.8,0.731,0,Testing
Human,1,1,9,13,Auditory,TR,0.8,0.8,0.53,0,Testing
Human,1,1,9,14,Auditory,TR,2.4,2.4,1.146,0,Testing
Human,1,1,9,15,Auditory,TR,0.8,0.8,0.58,1,Testing
Human,1,1,9,16,Auditory,TR,2.4,2.4,2.413,1,Testing
Human,1,1,9,17,Auditory,TR,0.8,0.8,1.1,0,Testing
Human,1,1,9,18,Auditory,TR,0.8,0.8,1.014,1,Testing
Human,1,1,9,19,Auditory,TR,2.4,2.4,2.35,1,Testing
Human,1,1,9,20,Auditory,TR,2.4,2.4,1.888,0,Testing
Human,1,1,9,21,Auditory,TR,0.8,0.8,0.726,0,Testing
Human,1,1,9,22,Auditory,TR,2.4,2.4,1.725,1,Testing
Human,1,1,9,23,Auditory,TR,0.8,0.8,0.98,1,Testing
Human,1,1,9,24,Auditory,TR,2.4,2.4,2.236,0,Testing
Human,1,1,9,25,Auditory,TR,0.8,0.8,1.897,0,Testing
Human,1,1,9,26,Auditory,TR,0.8,0.8,0.761,1,Testing
Human,1,1,9,27,Auditory,TR,2.4,2.4,2.134,1,Testing
Human,1,1,9,28,Auditory,TR,0.8,0.8,0.845,1,Testing
Human,1,1,9,29,Auditory,TR,0.8,0.8,0.643,1,Testing
Human,1,1,9,30,Auditory,TR,2.4,2.4,1.717,1,Testing
Human,1,1,9,31,Auditory,TR,0.8,0.8,1.146,0,Testing
Human,1,1,9,32,Auditory,TR,2.4,2.4,1.7,0,Testing
Human,1,1,10,1,Auditory,TR,2.4,2.4,1.662,0,Testing
Human,1,1,10,2,Auditory,TR,2.4,2.4,2.278,1,Testing
Human,1,1,10,3,Auditory,TR,0.8,0.8,0.988,0,Testing
Human,1,1,10,4,Auditory,TR,0.8,0.8,0.524,1,Testing
Human,1,1,10,5,Auditory,TR,0.8,0.8,0.897,1,Testing
Human,1,1,10,6,Auditory,TR,2.4,2.4,2.057,0,Testing
Human,1,1,10,7,Auditory,TR,2.4,2.4,2.491,0,Testing
Human,1,1,10,8,Auditory,TR,0.8,0.8,0.698,0,Testing
Human,1,1,10,9,Auditory,TR,2.4,2.4,2.148,1,Testing
Human,1,1,10,10,Auditory,TR,0.8,0.8,1.117,0,Testing
Human,1,1,10,11,Auditory,TR,0.8,0.8,0.639,1,Testing
Human,1,1,10,12,Auditory,TR,0.8,0.8,0.901,1,Testing
Human,1,1,10,13,Auditory,TR,2.4,2.4,1.472,0,Testing
Human,1,1,10,14,Auditory,TR,2.4,2.4,2.098,1,Testing
Human,1,1,10,15,Auditory,TR,2.4,2.4,2.452,1,Testing
Human,1,1,10,16,Auditory,TR,0.8,0.8,0.627,0,Testing
Human,1,1,10,17,Auditory,TR,2.4,2.4,2.103,1,Testing
Human,1,1,10,18,Auditory,TR,0.8,0.8,0.703,1,Testing
Human,1,1,10,19,Auditory,TR,0.8,0.8,0.942,1,Testing
Human,1,1,10,20,Auditory,TR,2.4,2.4,2.248,0,Testing
Human,1,1,10,21,Auditory,TR,2.4,2.4,1.872,1,Testing
Human,1,1,10,22,Auditory,TR,0.8,0.8,0.842,0,Testing
Human,1,1,10,23,Auditory,TR,2.4,2.4,2.393,1,Testing
Human,1,1,10,24,Auditory,TR,2.4,2.4,1.838,0,Testing
Human,1,1,10,25,Auditory,TR,0.8,0.8,1,1,Testing
Human,1,1,10,26,Auditory,TR,0.8,0.8,0.695,1,Testing
Human,1,1,10,27,Auditory,TR,0.8,0.8,1.076,0,Testing
Human,1,1,10,28,Auditory,TR,0.8,0.8,0.903,0,Testing
Human,1,1,10,29,Auditory,TR,2.4,2.4,2.897,0,Testing
Human,1,1,10,30,Auditory,TR,0.8,0.8,0.752,0,Testing
Human,1,1,10,31,Auditory,TR,2.4,2.4,2.685,0,Testing
Human,1,1,10,32,Auditory,TR,2.4,2.4,2.588,1,Testing
Human,1,1,11,1,Auditory,TR,2.4,2.4,1.844,1,Testing
Human,1,1,11,2,Auditory,TR,0.8,0.8,0.625,0,Testing
Human,1,1,11,3,Auditory,TR,2.4,2.4,1.803,0,Testing
Human,1,1,11,4,Auditory,TR,0.8,0.8,0.817,1,Testing
Human,1,1,11,5,Auditory,TR,0.8,0.8,1.027,0,Testing
Human,1,1,11,6,Auditory,TR,0.8,0.8,0.771,1,Testing
Human,1,1,11,7,Auditory,TR,0.8,0.8,1.131,0,Testing
Human,1,1,11,8,Auditory,TR,2.4,2.4,2.242,0,Testing
Human,1,1,11,9,Auditory,TR,2.4,2.4,2.735,1,Testing
Human,1,1,11,10,Auditory,TR,0.8,0.8,1.422,0,Testing
Human,1,1,11,11,Auditory,TR,2.4,2.4,2.176,1,Testing
Human,1,1,11,12,Auditory,TR,0.8,0.8,0.664,1,Testing
Human,1,1,11,13,Auditory,TR,0.8,0.8,1.016,1,Testing
Human,1,1,11,14,Auditory,TR,0.8,0.8,0.8,0,Testing
Human,1,1,11,15,Auditory,TR,0.8,0.8,0.621,1,Testing
Human,1,1,11,16,Auditory,TR,0.8,0.8,0.774,0,Testing
Human,1,1,11,17,Auditory,TR,0.8,0.8,0.789,1,Testing
Human,1,1,11,18,Auditory,TR,0.8,0.8,0.845,1,Testing
Human,1,1,11,19,Auditory,TR,2.4,2.4,1.811,1,Testing
Human,1,1,11,20,Auditory,TR,0.8,0.8,1.179,1,Testing
Human,1,1,11,21,Auditory,TR,2.4,2.4,1.771,1,Testing
Human,1,1,11,22,Auditory,TR,2.4,2.4,2.355,0,Testing
Human,1,1,11,23,Auditory,TR,2.4,2.4,2.789,1,Testing
Human,1,1,11,24,Auditory,TR,2.4,2.4,1.744,0,Testing
Human,1,1,11,25,Auditory,TR,2.4,2.4,1.915,1,Testing
Human,1,1,11,26,Auditory,TR,0.8,0.8,0.798,0,Testing
Human,1,1,11,27,Auditory,TR,2.4,2.4,2.396,1,Testing
Human,1,1,11,28,Auditory,TR,2.4,2.4,2.263,0,Testing
Human,1,1,11,29,Auditory,TR,0.8,0.8,0.761,0,Testing
Human,1,1,11,30,Auditory,TR,2.4,2.4,1.91,0,Testing
Human,1,1,11,31,Auditory,TR,2.4,2.4,1.482,0,Testing
Human,1,1,11,32,Auditory,TR,2.4,2.4,1.822,0,Testing
Human,2,1,1,1,Auditory,TR,0.8,0.8,49.305,0,Training
Human,2,1,1,2,Auditory,TR,0.8,0.8,3.894,1,Training
Human,2,1,1,3,Auditory,TR,2.4,2.4,4.533,1,Training
Human,2,1,1,4,Auditory,TR,0.8,0.8,18.674,0,Training
Human,2,1,1,5,Auditory,TR,2.4,2.4,0.006,0,Training
Human,2,1,1,6,Auditory,TR,2.4,2.4,5.179,1,Training
Human,2,1,1,7,Auditory,TR,2.4,2.4,0.477,0,Training
Human,2,1,1,8,Auditory,TR,0.8,0.8,1.641,1,Training
Human,2,1,2,1,Auditory,TR,2.4,2.4,1.55,1,Testing
Human,2,1,2,2,Auditory,TR,0.8,0.8,0.817,1,Testing
Human,2,1,2,3,Auditory,TR,0.8,0.8,0.891,1,Testing
Human,2,1,2,4,Auditory,TR,0.8,0.8,1.752,0,Testing
Human,2,1,2,5,Auditory,TR,2.4,2.4,1.19,1,Testing
Human,2,1,2,6,Auditory,TR,0.8,0.8,1.104,0,Testing
Human,2,1,2,7,Auditory,TR,0.8,0.8,1.441,0,Testing
Human,2,1,2,8,Auditory,TR,2.4,2.4,1.908,0,Testing
Human,2,1,2,9,Auditory,TR,0.8,0.8,3.701,0,Testing
Human,2,1,2,10,Auditory,TR,0.8,0.8,0.566,1,Testing
Human,2,1,2,11,Auditory,TR,2.4,2.4,1.461,1,Testing
Human,2,1,2,12,Auditory,TR,2.4,2.4,1.591,1,Testing
Human,2,1,2,13,Auditory,TR,2.4,2.4,2.244,1,Testing
Human,2,1,2,14,Auditory,TR,0.8,0.8,1.567,0,Testing
Human,2,1,2,15,Auditory,TR,0.8,0.8,1.524,0,Testing
Human,2,1,2,16,Auditory,TR,0.8,0.8,0.777,1,Testing
Human,2,1,2,17,Auditory,TR,0.8,0.8,0.81,1,Testing
Human,2,1,2,18,Auditory,TR,0.8,0.8,0.863,1,Testing
Human,2,1,2,19,Auditory,TR,2.4,2.4,2.362,0,Testing
Human,2,1,2,20,Auditory,TR,2.4,2.4,1.568,0,Testing
Human,2,1,2,21,Auditory,TR,2.4,2.4,2.942,0,Testing
Human,2,1,2,22,Auditory,TR,2.4,2.4,2.367,0,Testing
Human,2,1,2,23,Auditory,TR,2.4,2.4,1.651,0,Testing
Human,2,1,2,24,Auditory,TR,2.4,2.4,1.965,1,Testing
Human,2,1,2,25,Auditory,TR,0.8,0.8,1.644,0,Testing
Human,2,1,2,26,Auditory,TR,2.4,2.4,0.873,0,Testing
Human,2,1,2,27,Auditory,TR,2.4,2.4,1.828,1,Testing
Human,2,1,2,28,Auditory,TR,0.8,0.8,1.118,1,Testing
Human,2,1,2,29,Auditory,TR,0.8,0.8,1.283,1,Testing
Human,2,1,2,30,Auditory,TR,0.8,0.8,0.706,0,Testing
Human,2,1,2,31,Auditory,TR,2.4,2.4,1.044,0,Testing
Human,2,1,2,32,Auditory,TR,2.4,2.4,2.219,1,Testing
Human,2,1,3,1,Auditory,TR,2.4,2.4,1.242,0,Testing
Human,2,1,3,2,Auditory,TR,0.8,0.8,0.551,0,Testing
Human,2,1,3,3,Auditory,TR,2.4,2.4,1.196,0,Testing
Human,2,1,3,4,Auditory,TR,2.4,2.4,2.424,0,Testing
Human,2,1,3,5,Auditory,TR,0.8,0.8,1.049,1,Testing
Human,2,1,3,6,Auditory,TR,0.8,0.8,1.263,1,Testing
Human,2,1,3,7,Auditory,TR,2.4,2.4,1.912,1,Testing
