Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Congruency,Practice
Human,1,1,10,2,Auditory,TR,2.4,2.4,2.431,0,Testing
Human,1,1,10,3,Auditory,TR,0.8,0.8,0.969,0,Testing
Human,1,1,10,4,Auditory,TR,0.8,0.8,1.016,1,Testing
Human,1,1,10,5,Auditory,TR,2.4,2.4,2.442,1,Testing
Human,1,1,10,6,Auditory,TR,2.4,2.4,2.48,1,Testing
Human,1,1,10,7,Auditory,TR,0.8,0.8,1.307,0,Testing
Human,1,1,10,8,Auditory,TR,0.8,0.8,1.437,0,Testing
Human,1,1,10,9,Auditory,TR,0.8,0.8,1.033,1,Testing
Human,1,1,10,10,Auditory,TR,2.4,2.4,1.975,0,Testing
Human,1,1,10,11,Auditory,TR,0.8,0.8,1.303,1,Testing
Human,1,1,10,12,Auditory,TR,2.4,2.4,2.367,0,Testing
Human,1,1,10,13,Auditory,TR,0.8,0.8,1.277,1,Testing
Human,1,1,10,14,Auditory,TR,0.8,0.8,1.313,0,Testing
Human,1,1,10,15,Auditory,TR,2.4,2.4,2.149,1,Testing
Human,1,1,10,16,Auditory,TR,2.4,2.4,2.506,1,Testing
Human,1,1,10,17,Auditory,TR,0.8,0.8,1.428,0,Testing
Human,1,1,10,18,Auditory,TR,2.4,2.4,2.095,1,Testing
Human,1,1,10,19,Auditory,TR,0.8,0.8,1.151,1,Testing
Human,1,1,10,20,Auditory,TR,0.8,0.8,1.305,1,Testing
Human,1,1,10,21,Auditory,TR,2.4,2.4,1.996,0,Testing
Human,1,1,10,22,Auditory,TR,2.4,2.4,3.322,0,Testing
Human,1,1,10,23,Auditory,TR,2.4,2.4,2.693,0,Testing
Human,1,1,10,24,Auditory,TR,0.8,0.8,1.061,0,Testing
Human,1,1,10,25,Auditory,TR,2.4,2.4,1.888,0,Testing
Human,1,1,10,26,Auditory,TR,0.8,0.8,1.166,1,Testing
Human,1,1,10,27,Auditory,TR,0.8,0.8,1.397,1,Testing
Human,1,1,10,28,Auditory,TR,2.4,2.4,2.682,0,Testing
Human,1,1,10,29,Auditory,TR,2.4,2.4,2.44,1,Testing
Human,1,1,10,30,Auditory,TR,0.8,0.8,1.54,0,Testing
Human,1,1,10,31,Auditory,TR,2.4,2.4,2.725,1,Testing
Human,1,1,10,32,Auditory,TR,2.4,2.4,2.475,1,Testing
Human,1,1,11,1,Auditory,TR,0.8,0.8,0.931,1,Testing
Human,1,1,11,2,Auditory,TR,2.4,2.4,3.265,0,Testing
Human,1,1,11,3,Auditory,TR,0.8,0.8,1.241,0,Testing
Human,1,1,11,4,Auditory,TR,2.4,2.4,2.808,0,Testing
Human,1,1,11,5,Auditory,TR,2.4,2.4,1.974,0,Testing
Human,1,1,11,6,Auditory,TR,0.8,0.8,1.086,0,Testing
Human,1,1,11,7,Auditory,TR,2.4,2.4,2.773,1,Testing
Human,1,1,11,8,Auditory,TR,2.4,2.4,2.278,0,Testing
Human,1,1,11,9,Auditory,TR,0.8,0.8,1.017,1,Testing
Human,1,1,11,10,Auditory,TR,0.8,0.8,0.976,0,Testing
Human,1,1,11,11,Auditory,TR,2.4,2.4,1.995,1,Testing
Human,1,1,11,12,Auditory,TR,0.8,0.8,1.07,0,Testing
Human,1,1,11,13,Auditory,TR,0.8,0.8,0.943,1,Testing
Human,1,1,11,14,Auditory,TR,0.8,0.8,1.322,0,Testing
Human,1,1,11,15,Auditory,TR,0.8,0.8,1.464,1,Testing
Human,1,1,11,16,Auditory,TR,2.4,2.4,2.539,1,Testing
Human,1,1,11,17,Auditory,TR,2.4,2.4,2.394,1,Testing
Human,1,1,11,18,Auditory,TR,0.8,0.8,0.952,1,Testing
Human,1,1,11,19,Auditory,TR,0.8,0.8,1.075,1,Testing
Human,1,1,11,20,Auditory,TR,2.4,2.4,2.863,0,Testing
Human,1,1,11,21,Auditory,TR,2.4,2.4,1.953,1,Testing
Human,1,1,11,22,Auditory,TR,0.8,0.8,0.99,0,Testing
Human,1,1,11,23,Auditory,TR,2.4,2.4,1.833,0,Testing
Human,1,1,11,24,Auditory,TR,2.4,2.4,2.028,0,Testing
Human,1,1,11,25,Auditory,TR,0.8,0.8,1.48,0,Testing
Human,1,1,11,26,Auditory,TR,2.4,2.4,2.34,1,Testing
Human,1,1,11,27,Auditory,TR,2.4,2.4,1.96,0,Testing
Human,1,1,11,28,Auditory,TR,0.8,0.8,0.948,1,Testing
Human,1,1,11,29,Auditory,TR,2.4,2.4,2.726,1,Testing
Human,1,1,11,30,Auditory,TR,2.4,2.4,2.366,1,Testing
Human,1,1,11,31,Auditory,TR,0.8,0.8,1.252,1,Testing
Human,1,1,11,32,Auditory,TR,0.8,0.8,1.412,0,Testing
Human,10,1,1,1,Auditory,TR,0.8,0.8,0.939,1,Training
Human,10,1,1,2,Auditory,TR,2.4,2.4,1.95,0,Training
Human,10,1,1,3,Auditory,TR,0.8,0.8,0.424,0,Training
Human,10,1,1,4,Auditory,TR,0.8,0.8,0.731,0,Training
Human,10,1,1,5,Auditory,TR,2.4,2.4,1.836,1,Training
Human,10,1,1,6,Auditory,TR,2.4,2.4,1.966,1,Training
Human,10,1,1,7,Auditory,TR,2.4,2.4,1.254,0,Training
Human,10,1,1,8,Auditory,TR,0.8,0.8,0.359,1,Training
Human,10,1,2,1,Auditory,TR,2.4,2.4,1.455,1,Testing
Human,10,1,2,2,Auditory,TR,0.8,0.8,0.447,0,Testing
Human,10,1,2,3,Auditory,TR,2.4,2.4,1.694,1,Testing
Human,10,1,2,4,Auditory,TR,0.8,0.8,0.416,1,Testing
Human,10,1,2,5,Auditory,TR,2.4,2.4,2.006,1,Testing
Human,10,1,2,6,Auditory,TR,0.8,0.8,0.671,1,Testing
Human,10,1,2,7,Auditory,TR,0.8,0.8,0.706,1,Testing
Human,10,1,2,8,Auditory,TR,2.4,2.4,1.718,0,Testing
Human,10,1,2,9,Auditory,TR,0.8,0.8,0.321,0,Testing
Human,10,1,2,10,Auditory,TR,0.8,0.8,0.703,0,Testing
Human,10,1,2,11,Auditory,TR,0.8,0.8,0.689,0,Testing
Human,10,1,2,12,Auditory,TR,2.4,2.4,2.225,0,Testing
Human,10,1,2,13,Auditory,TR,0.8,0.8,0.466,0,Testing
Human,10,1,2,14,Auditory,TR,2.4,2.4,1.494,1,Testing
Human,10,1,2,15,Auditory,TR,0.8,0.8,0.734,0,Testing
Human,10,1,2,16,Auditory,TR,2.4,2.4,1.999,0,Testing
Human,10,1,2,17,Auditory,TR,2.4,2.4,1.397,1,Testing
Human,10,1,2,18,Auditory,TR,0.8,0.8,0.585,1,Testing
Human,10,1,2,19,Auditory,TR,2.4,2.4,1.78,0,Testing
Human,10,1,2,20,Auditory,TR,2.4,2.4,1.374,0,Testing
Human,10,1,2,21,Auditory,TR,2.4,2.4,1.701,1,Testing
Human,10,1,2,22,Auditory,TR,2.4,2.4,2.311,0,Testing
Human,10,1,2,23,Auditory,TR,0.8,0.8,0.868,0,Testing
Human,10,1,2,24,Auditory,TR,0.8,0.8,0.621,1,Testing
Human,10,1,2,25,Auditory,TR,0.8,0.8,0.383,1,Testing
Human,10,1,2,26,Auditory,TR,0.8,0.8,0.666,0,Testing
Human,10,1,2,27,Auditory,TR,2.4,2.4,1.252,0,Testing
Human,10,1,2,28,Auditory,TR,2.4,2.4,1.701,0,Testing
Human,10,1,2,29,Auditory,TR,2.4,2.4,1.734,1,Testing
Human,10,1,2,30,Auditory,TR,0.8,0.8,0.376,1,Testing
Human,10,1,2,31,Auditory,TR,0.8,0.8,0.55,1,Testing
Human,10,1,2,32,Auditory,TR,2.4,2.4,1.954,1,Testing
Human,10,1,3,1,Auditory,TR,0.8,0.8,0.62,0,Testing
Human,10,1,3,2,Auditory,TR,2.4,2.4,1.975,1,Testing
Human,10,1,3,3,Auditory,TR,0.8,0.8,0.695,1,Testing
Human,10,1,3,4,Auditory,TR,2.4,2.4,1.712,0,Testing
Human,10,1,3,5,Auditory,TR,0.8,0.8,0.611,1,Testing
Human,10,1,3,6,Auditory,TR,0.8,0.8,0.956,1,Testing
Human,10,1,3,7,Auditory,TR,2.4,2.4,1.849,1,Testing
